"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4208555";"";"None";"509.01";"2";"5.27";"39";"O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1";"IC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4190644";"Inhibition of human TRPM8";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190175";"1";"Scientific Literature";"Medchemcomm";"2016";"None";"";"";""
"CHEMBL3353587";"";"None";"470.86";"0";"4.85";"25";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(Cl)cc2C(F)(F)F)cc1";"IC50";"'='";"1562.0";"nM";"5.81";"";"";"UO_0000065";"12.33";"0.26";"0.96";"6.63";"0";"CHEMBL3383300";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition of menthol induced Ca2+ influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351889";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";""
"CHEMBL3353608";"";"None";"523.29";"2";"5.64";"47";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2ncc(Cl)cc2Cl)cc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"14.90";"0.32";"2.16";"8.90";"0";"CHEMBL3383300";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition of menthol induced Ca2+ influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351889";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";""
"CHEMBL4786793";"";"None";"358.44";"0";"4.12";"13d";"C[C@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"16.52";"0.30";"1.80";"9.34";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL5287269";"";"None";"316.39";"0";"2.26";"40";"CCn1nnc(-c2sc(-c3cccc(N(C)C)c3)nc2O)n1";"IC50";"'='";"4770.0";"nM";"5.32";"";"";"UO_0000065";"16.82";"0.33";"3.06";"6.66";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5269673";"";"None";"251.28";"0";"3.25";"45";"CCC(=O)c1sc(-c2cccc(F)c2)nc1O";"IC50";"'='";"8.5";"nM";"8.07";"";"";"UO_0000065";"32.12";"0.65";"4.82";"16.08";"0";"CHEMBL5265513";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in cold stimulated Ca2+ efflux preincubated for 5 mins followed by cold stimulation and measured for 3 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL4550460";"";"None";"348.48";"0";"3.85";"2";"C/C=C(\C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C(=O)O)[C@@H]2[C@@]1(C)C(=O)CCO";"IC50";"'='";"18500.0";"nM";"4.73";"";"";"UO_0000065";"13.58";"0.26";"0.88";"6.34";"0";"CHEMBL4384930";"Antagonist activity at human TRPM8 channel expressed in HEK293 cells assessed as inhibition of icilin-induced calcium flux by Fluo-4-AM dye based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382261";"1";"Scientific Literature";"J Nat Prod";"2018";"CHEMBL3307715";"";"";""
"CHEMBL104";"CLOTRIMAZOLE";"4.0";"344.85";"1";"5.38";"Clotrimazol";"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"14.78";"0.28";"-0.28";"28.60";"0";"CHEMBL5253448";"Antagonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
"CHEMBL5272167";"";"None";"545.48";"2";"5.98";"22";"CCn1/c(=N/S(=O)(=O)c2ccccc2)n(Cc2ccc(C(F)(F)F)c(F)c2)c2cc(C(F)(F)F)ccc21";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"15.22";"0.31";"2.32";"14.73";"0";"CHEMBL5253446";"Antagonist activity at human TRMP8 incubated for 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 24.0 hr";"ANTAGONIST";""
"CHEMBL3953065";"";"None";"475.36";"0";"3.85";"BDBM191669";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)cccc2n(C)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"343226";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3904928";"";"None";"512.44";"1";"3.48";"BDBM191721";"Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(OC(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C";"IC50";"'>'";"10000.0";"nM";"";"";"343292";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL5275700";"";"None";"307.77";"0";"2.84";"30";"CCn1nnc(-c2sc(-c3ccc(Cl)cc3)nc2O)n1";"IC50";"'='";"7550.0";"nM";"5.12";"";"";"UO_0000065";"16.64";"0.35";"2.28";"6.68";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5270507";"";"None";"291.31";"0";"2.33";"27";"CCn1nnc(-c2sc(-c3cccc(F)c3)nc2O)n1";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"24.46";"0.49";"4.79";"9.29";"0";"CHEMBL5265522";"Inhibition of wild type human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5270507";"";"None";"291.31";"0";"2.33";"27";"CCn1nnc(-c2sc(-c3cccc(F)c3)nc2O)n1";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"24.44";"0.49";"4.79";"9.28";"0";"CHEMBL5265525";"Inhibition of wild type human TRPM8 expressed in HEK293 cells assessed as reduction in icilin induced Ca2+ efflux";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL2324349";"";"None";"523.53";"2";"6.46";"16";"Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"17.11";"0.35";"2.50";"12.00";"0";"CHEMBL5253436";"Agonist activity at human TRMP8 expressed in HEK293 cells measured after 24 hrs of menthol activation by patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 24.0 hr";"AGONIST";""
"CHEMBL4751372";"";"None";"412.41";"0";"4.53";"13b";"C[C@H](c1cc(F)cc(F)c1F)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"13.72";"0.26";"1.13";"8.92";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL1094770";"";"None";"335.49";"1";"5.54";"1";"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"17.12";"0.31";"0.20";"19.74";"0";"CHEMBL4715036";"Antagonist activity at recombinant human TRPM8 stably expressed in HEK293 cells assessed as inhibition of icilin-induced intracellular calcium level by Fluo-4NW probe based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706746";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"ANTAGONIST";""
"CHEMBL4759917";"";"None";"388.44";"0";"4.18";"13i";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(F)cc21";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"18.14";"0.33";"2.87";"11.11";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL3577885";"PF-05105679";"1.0";"428.46";"1";"5.48";"EUB0000304";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"IC50";"";"480.0";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL4883072";"Cold activation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Additional information: The application of cold (10°C) causes a flux of Ca2+ across the cell membrane, which was measured by changes inintracellular fluorescence on a real-time PCR machine. | Assay publication: PMID: 25125580";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Num of experiments None 13.0 None | SD None 42.76 nM";"";""
"CHEMBL3577885";"PF-05105679";"1.0";"428.46";"1";"5.48";"EUB0000304";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"IC50";"";"29.6";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL4883075";"Transients WS-12 activation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay publication: PMID: 25125580";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Num of experiments None 3.0 None | SD None 14.8 nM";"";""
"CHEMBL4176916";"";"None";"433.31";"1";"5.15";"D9";"Cc1cc(Br)cc2c1NC(c1c[nH]nc1-c1cccc3ccccc13)NC2=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4154416";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in menthol-induced channel currents at 30 uM treated extracellularly after 60 secs by whole cell patch clamp electrophysiology method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152243";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL173443";"";"None";"337.42";"0";"4.77";"5; ACA";"CCCCCc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1";"Inhibition";"'='";"62.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4835356";"Inhibition of human TRPM8 expressed in HEK293T cells assessed as blocked of menthol-activated current at 10 uM by whole cell patch clamp electrophysiology relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834416";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM";"BLOCKER";""
"CHEMBL4785621";"";"None";"453.90";"0";"4.24";"13w";"COc1ncccc1C(=O)N([C@@H]1CCc2c(F)cc(Cl)cc21)[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"14.14";"0.27";"2.18";"7.51";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL294199";"CAPSAICIN";"4.0";"305.42";"0";"3.79";"Capsaicin";"COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.65";"0.37";"2.21";"10.25";"0";"CHEMBL5253448";"Antagonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
"CHEMBL5267089";"";"None";"437.54";"0";"4.99";"29";"COc1cc(CN(CCN)c2nc3ccccc3s2)ccc1OCc1ccccc1F";"IC50";"'<'";"20.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5253448";"Antagonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
"CHEMBL3353597";"";"None";"554.85";"2";"5.75";"27; RQ00203078";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"14.56";"0.31";"2.33";"8.35";"1";"CHEMBL5253448";"Antagonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
"CHEMBL4587626";"PF-05257137";"None";"462.91";"1";"6.13";"EUB0000546";"C[C@H](c1ccc(F)cc1)N(Cc1ccc(Cl)c(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"IC50";"'>'";"10000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL4883076";"Assay (coming soon)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL3682556";"";"None";"568.51";"2";"5.54";"BDBM151643";"COc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)c(C)c2ccccc12.[Na+]";"IC50";"'='";"2.5";"nM";"8.60";"";"291703";"UO_0000065";"15.74";"0.31";"3.06";"8.11";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682578";"";"None";"510.57";"1";"5.85";"BDBM151666";"Cc1c(N(Cc2cc3ccccc3s2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12.[Na+]";"IC50";"'='";"3.1";"nM";"8.51";"";"291726";"UO_0000065";"17.41";"0.34";"2.66";"9.72";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682579";"";"None";"515.64";"2";"5.35";"BDBM151667";"Cc1c(N(CC2CCN(c3ccccc3)CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"79.0";"nM";"7.10";"";"291727";"UO_0000065";"13.77";"0.26";"1.75";"7.82";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682583";"";"None";"614.58";"2";"7.20";"BDBM151671";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc(-c2ccccc2)c2ccccc12.[Na+]";"IC50";"'='";"91.0";"nM";"7.04";"";"291731";"UO_0000065";"11.88";"0.23";"-0.16";"7.27";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
